CustomerID,SimilarCustomerID,SimilarityScore
C0034,C0047,0.9974060115659771
C0034,C0127,0.9928714948264559
C0035,C0146,0.9999581533542572
C0035,C0027,0.999910462567487
C0035,C0128,0.9993237332032597
C0036,C0151,0.9998926838106355
C0036,C0197,0.9998884652358215
C0036,C0014,0.9998594797482847
C0037,C0149,0.9998167547594274
C0037,C0187,0.9993100223287293
C0037,C0064,0.9990505927665666
C0038,C0134,0.9999964163507757
C0038,C0189,0.9999694218179774
C0038,C0086,0.9999526736113609
C0039,C0136,0.9994361230812489
C0039,C0122,0.9992904024981385
C0039,C0173,0.9992352617147481
C0040,C0066,0.9788590920037247
C0040,C0158,0.9708144562744354
C0040,C0026,0.9670044476946096
C0041,C0105,0.9997183986609534
C0041,C0045,0.9997025270843242
C0041,C0013,0.9995920644167627
C0042,C0140,0.9999237689147416
C0042,C0129,0.9997592716382103
C0042,C0120,0.999710583774216
C0043,C0142,0.999083475404601
C0043,C0166,0.9989862452605599
C0043,C0009,0.9988560414614122
C0044,C0115,0.9992440580815681
C0044,C0050,0.9977413054905495
C0044,C0074,0.9973486134940601
C0045,C0013,0.9999912959125381
C0045,C0153,0.9997124142225905
C0045,C0041,0.9997025270843242
C0046,C0099,0.9999576387358459
C0046,C0051,0.999868314897522
C0046,C0104,0.9998325211609039
C0047,C0127,0.9981106783433168
C0047,C0049,0.9977258715938123
C0047,C0034,0.9974060115659771
C0048,C0183,0.9999999058171993
C0048,C0016,0.9999108050862925
C0048,C0064,0.9970034691131328
C0049,C0034,0.9992320991631546
C0049,C0047,0.9977258715938123
C0049,C0127,0.991967907663097
C0050,C0074,0.9999842524386794
C0050,C0115,0.9995984836058521
C0050,C0044,0.9977413054905495
C0051,C0099,0.9999039725927478
C0051,C0046,0.999868314897522
C0051,C0126,0.9995585508330599
C0052,C0132,0.9950675950619493
C0052,C0062,0.9935940999897731
C0052,C0092,0.9695517851566395
C0053,C0023,0.9991135484177719
C0053,C0082,0.9982184863752755
C0053,C0087,0.9975408634524506
C0054,C0087,0.9999253573176499
C0054,C0141,0.9996820303290719
C0054,C0100,0.9996098270546783
C0055,C0069,0.9999856168494607
C0055,C0174,0.9999599940580851
C0055,C0160,0.9998154365501343
C0056,C0164,0.9970819244680471
C0056,C0072,0.9927183765689785
C0056,C0191,0.9926379435272209
C0057,C0169,0.9999989866960326
C0057,C0126,0.9999113847542698
C0057,C0046,0.9996029112335786
C0058,C0015,0.9999848310059165
C0058,C0014,0.9999345950947911
C0058,C0131,0.9998991937326427
C0059,C0013,0.9997185548987123
C0059,C0045,0.9996159144370258
C0059,C0153,0.9994550053099109
C0060,C0198,0.999989129552165
C0060,C0033,0.9999751467183671
C0060,C0097,0.9999700375205036
C0061,C0123,0.9998721268463994
C0061,C0063,0.9998036850634179
C0061,C0159,0.9997805208482693
C0062,C0132,0.9986029044514318
C0062,C0052,0.9935940999897731
C0062,C0150,0.9868170428312399
C0063,C0123,0.9999894774508148
C0063,C0159,0.9999460054504866
C0063,C0130,0.9999283871123296
C0064,C0037,0.9990505927665666
C0064,C0149,0.99803355306398
C0064,C0016,0.9979477170891812
C0065,C0068,0.9999333233064082
C0065,C0122,0.999518651725746
C0065,C0173,0.9993164085925116
C0066,C0026,0.9970030185456995
C0066,C0158,0.996776653927015
C0066,C0185,0.9875017456387152
C0067,C0195,0.9993719095294523
C0067,C0004,0.9992085519771894
C0067,C0075,0.9991216992340272
C0068,C0065,0.9999333233064082
C0068,C0122,0.9998078040075041
C0068,C0173,0.9996322251555921
C0069,C0174,0.9999935863028969
C0069,C0055,0.9999856168494607
C0069,C0160,0.9999040966252963
C0070,C0135,0.9999675406653606
C0070,C0089,0.9983222204926476
C0070,C0085,0.9973147284159298
C0071,C0166,0.9993844755965872
C0071,C0177,0.9992713184974846
C0071,C0043,0.9981334540481838
C0072,C0191,0.999999778290221
C0072,C0190,0.9999781633917659
C0072,C0106,0.9997553702477239
C0073,C0159,0.9999930706596861
C0073,C0005,0.9999664651439709
C0073,C0063,0.9999253679524586
C0074,C0050,0.9999842524386794
C0074,C0115,0.999423725577277
C0074,C0044,0.9973486134940601
C0075,C0004,0.999774867626502
C0075,C0175,0.9995250753670054
C0075,C0021,0.999389714009817
C0076,C0103,0.999944012652087
C0076,C0088,0.9999254699125725
C0076,C0030,0.9998124635943336
C0077,C0009,0.9999358433247266
C0077,C0032,0.9995501126910823
C0077,C0142,0.9994395488712867
C0078,C0080,0.999998024779287
C0078,C0110,0.9999616119872553
C0078,C0020,0.9999277519578567
C0079,C0006,0.9998969172180884
C0079,C0117,0.9895877931652839
C0079,C0196,0.9563231928598752
C0080,C0078,0.999998024779287
C0080,C0110,0.9999422215309844
C0080,C0020,0.9999018854141536
C0081,C0024,0.9995212860275595
C0081,C0139,0.9991488861326472
C0081,C0118,0.9963354883729519
C0082,C0053,0.9982184863752755
C0082,C0023,0.9949105017211741
C0082,C0087,0.992174277349436
C0083,C0032,0.999985995315236
C0083,C0192,0.9997462970160335
C0083,C0031,0.9993998735231047
C0084,C0109,0.9966341331031888
C0084,C0090,0.9878918855914884
C0084,C0008,0.9868603883582433
C0085,C0007,0.9999761995718929
C0085,C0193,0.9991761886623205
C0085,C0120,0.9988919254401953
C0086,C0038,0.9999526736113609
C0086,C0134,0.9999230442599933
C0086,C0189,0.9998460153792211
C0087,C0054,0.9999253573176499
C0087,C0100,0.9995976147576808
C0087,C0023,0.9994982472155877
C0088,C0111,0.999970949304856
C0088,C0157,0.999934632645395
C0088,C0076,0.9999254699125725
C0089,C0135,0.9985877018329593
C0089,C0070,0.9983222204926476
C0089,C0074,0.9969379547817007
C0090,C0124,0.9988900992188173
C0090,C0017,0.9973909970658704
C0090,C0162,0.9964844710081281
C0091,C0184,0.8626208909401174
C0091,C0049,0.780651919053708
C0091,C0116,0.771776669892878
C0092,C0052,0.9695517851566395
C0092,C0132,0.9631015801111801
C0092,C0089,0.9556113441295426
C0093,C0113,0.9990109518574453
C0093,C0109,0.9930824255254118
C0093,C0175,0.9921050316276303
C0094,C0121,0.9995064297188634
C0094,C0025,0.9962921599243215
C0094,C0010,0.9930391413153239
C0095,C0144,0.9999912708665027
C0095,C0150,0.9999751560989759
C0095,C0130,0.9999530857146589
C0096,C0114,0.9999896574924967
C0096,C0148,0.9999382581499913
C0096,C0171,0.9998026268655388
C0097,C0033,0.999999761371536
C0097,C0060,0.9999700375205036
C0097,C0198,0.9999509658429373
C0098,C0161,0.9999903646611019
C0098,C0147,0.9997440606769935
C0098,C0181,0.9991065043325041
C0099,C0046,0.9999576387358459
C0099,C0051,0.9999039725927478
C0099,C0104,0.9997737887608957
C0100,C0054,0.9996098270546783
C0100,C0087,0.9995976147576808
C0100,C0141,0.9994010654279142
C0101,C0145,0.9988742178895343
C0101,C0156,0.9963822487003346
C0101,C0102,0.9929859973149834
C0102,C0145,0.9974767182189803
C0102,C0012,0.9962450399402291
C0102,C0101,0.9929859973149834
C0103,C0030,0.9999614100249877
C0103,C0076,0.999944012652087
C0103,C0189,0.9997947907087175
C0104,C0046,0.9998325211609039
C0104,C0099,0.9997737887608957
C0104,C0057,0.999510612479645
C0105,C0041,0.9997183986609534
C0105,C0153,0.9997139152097795
C0105,C0045,0.9996946728009285
C0106,C0160,0.999992210340541
C0106,C0174,0.9998989675634774
C0106,C0190,0.9998797056308365
C0107,C0011,0.9807057487113753
C0107,C0183,0.9554727664414298
C0107,C0048,0.9553446087757307
C0108,C0021,0.9997178889912566
C0108,C0004,0.9993154296151782
C0108,C0039,0.9988871286555703
C0109,C0084,0.9966341331031888
C0109,C0017,0.9945438638811757
C0109,C0124,0.9942712728377027
C0110,C0020,0.999994691081227
C0110,C0078,0.9999616119872553
C0110,C0080,0.9999422215309844
C0111,C0157,0.999992736071072
C0111,C0088,0.999970949304856
C0111,C0076,0.9998033614295149
C0112,C0131,0.9999889044479382
C0112,C0197,0.9999573277570222
C0112,C0015,0.9999344940658705
C0113,C0093,0.9990109518574453
C0113,C0109,0.9894068189345671
C0113,C0156,0.985912145916683
C0114,C0096,0.9999896574924967
C0114,C0148,0.9999784550792894
C0114,C0171,0.9998826439362257
C0115,C0050,0.9995984836058521
C0115,C0074,0.999423725577277
C0115,C0044,0.9992440580815681
C0116,C0034,0.9781242558031407
C0116,C0049,0.9776195200244233
C0116,C0172,0.9622906838236904
C0117,C0006,0.9915523522623343
C0117,C0079,0.9895877931652839
C0117,C0158,0.9713903433496064
C0118,C0181,0.9976144563096345
C0118,C0098,0.9974551755974808
C0118,C0161,0.9971896477586156
C0119,C0157,0.9998434244684699
C0119,C0111,0.9997687150947275
C0119,C0088,0.9995757429307567
C0120,C0140,0.9997981956679518
C0120,C0042,0.999710583774216
C0120,C0125,0.9994828272373101
C0121,C0094,0.9995064297188634
C0121,C0025,0.9930976536967063
C0121,C0010,0.9888488064753784
C0122,C0173,0.9999153698927113
C0122,C0068,0.9998078040075041
C0122,C0136,0.9996547599715749
C0123,C0063,0.9999894774508148
C0123,C0159,0.9999183356327758
C0123,C0073,0.9998806209656246
C0124,C0017,0.9996520686321231
C0124,C0162,0.9992971227921615
C0124,C0090,0.9988900992188173
C0125,C0193,0.9996576374827443
C0125,C0120,0.9994828272373101
C0125,C0042,0.9992824281339672
C0126,C0057,0.9999113847542698
C0126,C0169,0.9998914200065416
C0126,C0046,0.9997317775751262
C0127,C0047,0.9981106783433168
C0127,C0181,0.9960013285626422
C0127,C0147,0.9958976055831864
C0128,C0186,0.9997304858861265
C0128,C0198,0.9995808978319283
C0128,C0060,0.9995397863680879
C0129,C0176,0.9999959121338288
C0129,C0167,0.9999095807281247
C0129,C0042,0.9997592716382103
C0130,C0150,0.9999947685444535
C0130,C0144,0.9999795657976452
C0130,C0095,0.9999530857146589
C0131,C0197,0.999989750921266
C0131,C0112,0.9999889044479382
C0131,C0015,0.9999538103963201
C0132,C0062,0.9986029044514318
C0132,C0052,0.9950675950619493
C0132,C0020,0.9859892709375073
C0133,C0167,0.9994866645802017
C0133,C0176,0.9993453593384231
C0133,C0129,0.9992879869264214
C0134,C0038,0.9999964163507757
C0134,C0189,0.9999867743339836
C0134,C0086,0.9999230442599933
C0135,C0070,0.9999675406653606
C0135,C0089,0.9985877018329593
C0135,C0085,0.9967539527838281
C0136,C0122,0.9996547599715749
C0136,C0039,0.9994361230812489
C0136,C0068,0.9993531212545402
C0137,C0001,0.9963323425457112
C0137,C0152,0.9694825153354086
C0137,C0056,0.9583728669750822
C0138,C0096,0.927809389729891
C0138,C0114,0.9261476368342841
C0138,C0148,0.9237154407394649
C0139,C0024,0.9999450811915809
C0139,C0081,0.9991488861326472
C0139,C0008,0.9976965787167642
C0140,C0042,0.9999237689147416
C0140,C0120,0.9997981956679518
C0140,C0129,0.9995336498793445
C0141,C0054,0.9996820303290719
C0141,C0100,0.9994010654279142
C0141,C0087,0.9993168975775434
C0142,C0009,0.9996422140211864
C0142,C0077,0.9994395488712867
C0142,C0043,0.999083475404601
C0143,C0188,0.9956752240928172
C0143,C0028,0.9947966264921704
C0143,C0054,0.9827534527139175
C0144,C0095,0.9999912708665027
C0144,C0150,0.9999881210540416
C0144,C0130,0.9999795657976452
C0145,C0101,0.9988742178895343
C0145,C0102,0.9974767182189803
C0145,C0156,0.9936474906872278
C0146,C0027,0.9999910385410676
C0146,C0035,0.9999581533542572
C0146,C0177,0.9994840332730375
C0147,C0161,0.9998310030815554
C0147,C0098,0.9997440606769935
C0147,C0181,0.9988718223520697
C0148,C0114,0.9999784550792894
C0148,C0171,0.9999616649864054
C0148,C0096,0.9999382581499913
C0149,C0187,0.999837902610016
C0149,C0037,0.9998167547594274
C0149,C0200,0.9996293522616221
C0150,C0130,0.9999947685444535
C0150,C0144,0.9999881210540416
C0150,C0095,0.9999751560989759
C0151,C0097,0.9999244268575376
C0151,C0033,0.9999156951394774
C0151,C0014,0.9999059818196547
C0152,C0001,0.9869046482018122
C0152,C0137,0.9694825153354086
C0152,C0056,0.8591276179488736
C0153,C0013,0.9997485587226153
C0153,C0105,0.9997139152097795
C0153,C0045,0.9997124142225905
C0154,C0194,0.9992629166964376
C0154,C0179,0.9992279439952559
C0154,C0008,0.9973432952740413
C0155,C0104,0.999005124077129
C0155,C0169,0.9988019278411611
C0155,C0057,0.9987403148054852
C0156,C0173,0.9963859704689056
C0156,C0101,0.9963822487003346
C0156,C0065,0.9960139685814472
C0157,C0111,0.999992736071072
C0157,C0088,0.999934632645395
C0157,C0119,0.9998434244684699
C0158,C0066,0.996776653927015
C0158,C0026,0.9899387110027246
C0158,C0185,0.972862908261188
C0159,C0073,0.9999930706596861
C0159,C0063,0.9999460054504866
C0159,C0005,0.9999290486794129
C0160,C0106,0.999992210340541
C0160,C0174,0.9999472845001037
C0160,C0069,0.9999040966252963
C0161,C0098,0.9999903646611019
C0161,C0147,0.9998310030815554
C0161,C0181,0.9991440917927705
C0162,C0017,0.9999312713015618
C0162,C0124,0.9992971227921615
C0162,C0175,0.9971555830436017
C0163,C0096,0.9406034532571587
C0163,C0114,0.9402682688914773
C0163,C0148,0.9397502016376073
C0164,C0072,0.9990172172071554
C0164,C0191,0.9989874806031215
C0164,C0190,0.9987024866243097
C0165,C0028,0.9876322580000984
C0165,C0012,0.9839207070467401
C0165,C0143,0.9708280455621561
C0166,C0071,0.9993844755965872
C0166,C0043,0.9989862452605599
C0166,C0177,0.9986853073326016
C0167,C0176,0.999943943428808
C0167,C0129,0.9999095807281247
C0167,C0080,0.9997429797814937
C0168,C0079,0.9410638695712854
C0168,C0196,0.9391751911044229
C0168,C0006,0.9361105387755618
C0169,C0057,0.9999989866960326
C0169,C0126,0.9998914200065416
C0169,C0046,0.999578645418258
C0170,C0182,0.9999978615744093
C0170,C0018,0.9999735409457393
C0170,C0171,0.9999669578932618
C0171,C0182,0.9999816310633912
C0171,C0170,0.9999669578932618
C0171,C0148,0.9999616649864054
C0172,C0019,0.9999805686568761
C0172,C0116,0.9622906838236904
C0172,C0034,0.8846531805940748
C0173,C0122,0.9999153698927113
C0173,C0068,0.9996322251555921
C0173,C0065,0.9993164085925116
C0174,C0069,0.9999935863028969
C0174,C0055,0.9999599940580851
C0174,C0160,0.9999472845001037
C0175,C0075,0.9995250753670054
C0175,C0195,0.9989801552887144
C0175,C0004,0.9986516453353155
C0176,C0129,0.9999959121338288
C0176,C0167,0.999943943428808
C0176,C0042,0.9996924489650667
C0177,C0027,0.9996110558636303
C0177,C0146,0.9994840332730375
C0177,C0071,0.9992713184974846
C0178,C0003,0.9999491872753427
C0178,C0197,0.9995737387191872
C0178,C0131,0.9995495350067818
C0179,C0194,0.9994240146456526
C0179,C0154,0.9992279439952559
C0179,C0008,0.9986864990487858
C0181,C0161,0.9991440917927705
C0181,C0098,0.9991065043325041
C0181,C0147,0.9988718223520697
C0182,C0170,0.9999978615744093
C0182,C0171,0.9999816310633912
C0182,C0018,0.999956358653078
C0183,C0048,0.9999999058171993
C0183,C0016,0.9999049142743388
C0183,C0064,0.9969698014838473
C0184,C0147,0.9551178720301939
C0184,C0098,0.95472468109721
C0184,C0161,0.9545326678611461
C0185,C0044,0.9966302920270727
C0185,C0026,0.9954434922006519
C0185,C0115,0.9926881355893888
C0186,C0198,0.9999294371650346
C0186,C0060,0.9998691486155988
C0186,C0033,0.9997830129640607
C0187,C0200,0.9999574783048639
C0187,C0018,0.9999448666650602
C0187,C0170,0.9998420227779053
C0188,C0143,0.9956752240928172
C0188,C0141,0.9930264821010529
C0188,C0054,0.9922406410336351
C0189,C0134,0.9999867743339836
C0189,C0038,0.9999694218179774
C0189,C0030,0.9999341755722677
C0190,C0191,0.9999823422941465
C0190,C0072,0.9999781633917659
C0190,C0106,0.9998797056308365
C0191,C0072,0.999999778290221
C0191,C0190,0.9999823422941465
C0191,C0106,0.9997698768192803
C0192,C0083,0.9997462970160335
C0192,C0031,0.9997343188367865
C0192,C0032,0.9997106009131724
C0193,C0125,0.9996576374827443
C0193,C0007,0.9993220044622224
C0193,C0120,0.9992259155581223
C0194,C0179,0.9994240146456526
C0194,C0008,0.9993669805987332
C0194,C0154,0.9992629166964376
C0195,C0067,0.9993719095294523
C0195,C0175,0.9989801552887144
C0195,C0075,0.9986626536170881
C0196,C0079,0.9563231928598752
C0196,C0006,0.9545599462656269
C0196,C0168,0.9391751911044229
C0197,C0131,0.999989750921266
C0197,C0112,0.9999573277570222
C0197,C0015,0.9999514632640453
C0198,C0060,0.999989129552165
C0198,C0033,0.9999568068989143
C0198,C0097,0.9999509658429373
C0199,C0031,0.9999631246233136
C0199,C0192,0.999499507699943
C0199,C0002,0.9993469209744867
C0200,C0018,0.999999182192138
C0200,C0170,0.9999634197993744
C0200,C0187,0.9999574783048639
